domain,problem,problem_size,compiled,planner,run,n_steps,time,bytes,n_eval,n_expand,n_landmarks,correct_goal
Blocksworld,prob28,13,false,LM_Local_Smart-HAdd,2,50,23.5369313,10676180504,42373,5552,24,true
Blocksworld,prob28,13,false,LM_Local_Smart-HAdd,3,50,23.5581987,10676192792,42373,5552,24,true
Blocksworld,prob28,13,true,GoalCount,1,-1,-1.0,45545285461,5124652,1853326,86,false
Blocksworld,prob28,13,true,HAdd,1,52,8.9929936,542880099,15267,4480,86,true
Blocksworld,prob28,13,true,HAdd,2,52,2.3432231,512589192,15267,4480,86,true
Blocksworld,prob28,13,true,HAdd,3,52,2.4680562,512589192,15267,4480,86,true
Blocksworld,prob28,13,true,HAdd,4,52,2.4405289,512589192,15267,4480,86,true
Blocksworld,prob28,13,true,LM_Count,1,-1,-1.0,29023995796,2073589,560479,86,false
Blocksworld,prob28,13,true,LM_Local-HAdd,1,52,43.4136426,8571984238,15267,69,24,true
Blocksworld,prob28,13,true,LM_Local-HAdd,2,52,32.2742419,8543352088,15267,69,24,true
Blocksworld,prob28,13,true,LM_Local-HAdd,3,52,32.0634989,8570450088,15267,69,24,true
Blocksworld,prob28,13,true,LM_Local-HAdd,4,52,31.8511771,8574303848,15267,69,24,true
Blocksworld,prob28,13,true,LM_Local_Smart-HAdd,1,50,11.274785,2032491243,42373,5671,24,true
Blocksworld,prob28,13,true,LM_Local_Smart-HAdd,2,50,7.6384316,2025038832,42373,5671,24,true
Blocksworld,prob28,13,true,LM_Local_Smart-HAdd,3,50,7.6040131,2025043840,42373,5671,24,true
Blocksworld,prob28,13,true,LM_Local_Smart-HAdd,4,50,7.5971176,2025043840,42373,5671,24,true
Blocksworld,prob29,14,false,GoalCount,1,-1,-1.0,111005319792,633084,233530,84,false
Blocksworld,prob29,14,false,HAdd,1,54,25.6412373,11493379144,68912,14082,84,true
Blocksworld,prob29,14,false,HAdd,2,54,26.6842799,11493379144,68912,14082,84,true
Blocksworld,prob29,14,false,HAdd,3,54,26.8611121,11493379144,68912,14082,84,true
Blocksworld,prob29,14,false,LM_Count,1,-1,-1.0,76780811728,417388,107381,84,false
Blocksworld,prob29,14,false,LM_Local-HAdd,1,-1,-1.0,79201723984,16178,2881,24,false
Blocksworld,prob29,14,false,LM_Local_Smart-HAdd,1,-1,-1.0,71288653984,267741,23253,24,false
Blocksworld,prob29,14,true,GoalCount,1,-1,-1.0,47130121053,4742556,1729430,84,false
Blocksworld,prob29,14,true,HAdd,1,54,16.2218451,2362048291,68120,13969,84,true
Blocksworld,prob29,14,true,HAdd,2,54,11.3567506,2331763704,68120,13969,84,true
Blocksworld,prob29,14,true,HAdd,3,54,11.208918,2331763704,68120,13969,84,true
Blocksworld,prob29,14,true,HAdd,4,54,11.6403942,2331763704,68120,13969,84,true
Blocksworld,prob29,14,true,LM_Count,1,-1,-1.0,30403263044,2414811,579334,84,false
Blocksworld,prob29,14,true,LM_Local-HAdd,1,54,132.0380083,20530752950,68120,9429,24,true
Blocksworld,prob29,14,true,LM_Local-HAdd,2,54,81.9181596,20525118120,68120,9429,24,true
Blocksworld,prob29,14,true,LM_Local-HAdd,3,54,80.9916256,20507449816,68120,9429,24,true
